"616";"85";"2";NULL;"100.00000";"0.00000";NULL;NULL;NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"617";"86";"2";NULL;"100.00000";"0.00000";NULL;NULL;NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"618";"73";"2";NULL;"100.00000";"0.00000";NULL;NULL;"0.00000";"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"761";"18";"420";"22.00000";"32.00000";"0.00000";NULL;"420";"22.00000";"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";"1365231293";"1365231293"
"760";"3";"421";NULL;"100.00000";"0.00000";NULL;NULL;NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"759";"18";"421";"16.00000";"32.00000";"0.00000";NULL;"421";"16.00000";"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";"1365231166";"1365231167"
"827";"626";"714";NULL;"100.00000";"0.00000";NULL;NULL;"0.00000";"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"828";"723";"463";NULL;"130.00000";"0.00000";NULL;"463";NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"782";"466";"2";NULL;"100.00000";"0.00000";NULL;"426";NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"783";"442";"2";NULL;"100.00000";"0.00000";NULL;NULL;"0.00000";"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1073";"1106";"2749";NULL;"100.00000";"0.00000";NULL;"2749";NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"788";"467";"2";NULL;"100.00000";"0.00000";NULL;"427";NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"789";"441";"2";NULL;"100.00000";"0.00000";NULL;NULL;"0.00000";"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"930";"980";"474";NULL;"100.00000";"0.00000";NULL;NULL;NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"938";"926";"1178";NULL;"100.00000";"0.00000";NULL;"1178";NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"939";"921";"1178";NULL;"100.00000";"0.00000";NULL;NULL;"0.00000";"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"940";"998";"1178";NULL;"100.00000";"0.00000";NULL;"1178";NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1006";"1039";"474";NULL;"100.00000";"0.00000";NULL;NULL;"0.00000";"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1033";"1091";"2747";NULL;"100.00000";"0.00000";NULL;"2747";NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1034";"1067";"2747";NULL;"100.00000";"0.00000";NULL;NULL;"0.00000";"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1050";"1093";"2747";NULL;"100.00000";"0.00000";NULL;"2747";NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1057";"468";"2";NULL;"100.00000";"0.00000";NULL;"429";NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1058";"456";"2";NULL;"100.00000";"0.00000";NULL;NULL;"0.00000";"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1068";"1100";"2019";NULL;"100.00000";"0.00000";NULL;"2019";NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1069";"867";"2019";NULL;"100.00000";"0.00000";NULL;NULL;"0.00000";"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1070";"1098";"2019";NULL;"100.00000";"0.00000";NULL;"2019";NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1074";"1074";"2749";NULL;"100.00000";"0.00000";NULL;NULL;"0.00000";"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1090";"1092";"2";NULL;"100.00000";"0.00000";NULL;"2";NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";"1385566419";NULL
"1116";"1113";"440";NULL;"100.00000";"0.00000";NULL;"440";NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1117";"665";"440";NULL;"100.00000";"0.00000";NULL;NULL;"0.00000";"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1122";"1114";"440";NULL;"100.00000";"0.00000";NULL;"440";NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1141";"468";"429";NULL;"100.00000";"0.00000";NULL;"429";NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1142";"456";"429";NULL;"100.00000";"0.00000";NULL;NULL;"0.00000";"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1169";"1178";"2747";NULL;"100.00000";"0.00000";NULL;"2747";NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1181";"1199";"726";NULL;"100.00000";"0.00000";NULL;"726";NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1182";"1198";"726";NULL;"100.00000";"0.00000";NULL;NULL;"0.00000";"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1186";"1239";"718";NULL;"100.00000";"0.00000";NULL;"718";NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1187";"1232";"718";NULL;"100.00000";"0.00000";NULL;NULL;"0.00000";"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1518";"1526";"4785";NULL;"5.00000";"0.00000";NULL;"4785";NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1519";"1520";"4785";NULL;"100.00000";"0.00000";NULL;NULL;"0.00000";"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1520";"1530";"5126";NULL;"10.00000";"0.00000";NULL;"5126";NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1521";"1528";"5126";NULL;"100.00000";"0.00000";NULL;NULL;"100.00000";"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1522";"1529";"5126";NULL;"10.00000";"0.00000";NULL;"5126";NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1523";"1531";"5126";NULL;"10.00000";"0.00000";NULL;"5126";NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1524";"1531";"2";NULL;"10.00000";"0.00000";NULL;"5126";NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1525";"1528";"2";NULL;"100.00000";"0.00000";NULL;NULL;"0.00000";"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1526";"1531";"5127";NULL;"10.00000";"0.00000";NULL;"5126";NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1527";"1528";"5127";NULL;"100.00000";"0.00000";NULL;NULL;"0.00000";"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1528";"1529";"2";NULL;"10.00000";"0.00000";NULL;"2";NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
"1529";"1530";"5127";NULL;"10.00000";"0.00000";NULL;"5127";NULL;"0";"0";"0";"0";"0";"0";NULL;"0";NULL;"0";NULL;NULL
